ident,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,iata_code,local_code
YEMG,Eromanga Airport,-26.70000076,143.2669983,166,AU,,,
YEMJ,Emu Junction Airport,-28.63330078,132.1829987,,AU,,,
YEML,Emerald Airport,-23.56749916,148.1790009,624,AU,Emerald,EMD,
YEMP,Emu Park Airport,-23.25670052,150.8130035,,AU,,,
YENO,Enoggera Barracks,-27.42352848,152.9834282,145,AU,Enoggera,,
YEPL,Epsilon Airport,-28.2833004,141.1999969,,AU,,,
YEPR,Epenarra Airport,-20.43330002,135.2669983,,AU,,,
YEQ,Yenkis(Yankisa) Airport,-5.109722222,143.9176667,3692,PG,,YEQ,YIS
YEQO,El Questro Airport,-16.00830078,127.9749985,,AU,,,
YERA,Errabiddy Homestead Airport,-25.5,117.1669998,,AU,,,
YERH,Earaheedy Airport,-25.60000038,121.5830002,,AU,,,
YERL,Erldunda Airport,-25.2057991,133.2539978,,AU,,EDD,
YERN,Ernabella Airport,-26.26329994,132.1820068,707,AU,,ERB,
YERO,Erong Station Airport,-25.56669998,116.6669998,,AU,,,
YERU,Erudina Airport,-31.43449974,139.4250031,,AU,,,
YESC,Escott Airport,-17.72500038,139.4170074,15,AU,,,
YESE,Elrose Airport,-20.9764,141.0066,645,AU,Elrose Mine,ERQ,YESE
YESP,Esperance Airport,-33.684399,121.822998,470,AU,Esperance,EPR,
YEUA,Euroa Aerodrome,-36.74470139,145.5130005,555,AU,Euroa,,
YEUD,Eudamulla Station Airport,-24.45000076,115.5999985,,AU,,,
YEUL,Eulalia Airport,-31.0333004,148.1750031,,AU,,,
YEUO,Eulo Airport,-28.16670036,145.0420074,152,AU,,,
YEVA,Eva Downs Airport,-18.00099945,134.8630066,,AU,Eva Downs,EVD,
YEVD,Evans Head Aerodrome,-29.09329987,153.4199982,20,AU,,EVH,
YEVP,Everard Park Airport,-27.01670074,132.7169952,,AU,,,
YEXM,Exmouth Airport,-22.0333004,114.0999985,,AU,,EXM,
YEYD,Evelyn Downs Airport,-28.20470047,134.4880066,,AU,,,
YFBS,Forbes Airport,-33.363602,147.934998,760,AU,Forbes,FRB,
YFCK,Fish Creek Airport,-38.71500015,146.0529938,,AU,,,
YFCU,Fortescue River Airport,-21.29999924,116.1330032,,AU,,,
YFDF,Fortescue - Dave Forrest Aerodrome,-22.290754,119.437143,1555,AU,Cloudbreak Village,KFE,
YFDN,Federation Hsd Airport,-35.01169968,147.3739929,709,AU,,,
YFFT,Farrell Flat Airport,-33.83330154,138.7669983,,AU,,,
YFHO,Fairfield Hospital Helipad,-33.859012,150.905447,154,AU,Fairfield,,YFHO
YFIL,Finley Airport,-35.66669846,145.5500031,,AU,,FLY,
YFLI,Flinders Island Airport,-40.09170151,147.9929962,10,AU,Flinders Island,FLS,
YFLO,Flora Valley Airport,-18.2833004,128.4170074,,AU,,FVL,
YFLS,Flinders Island Airport,-33.730989,134.501,,AU,,,
YFNE,Finke Airport,-25.59469986,134.5829926,,AU,Finke,FIK,
YFOR,Fortnum Airport,-25.33329964,118.3669968,,AU,,,
YFRD,Frome Downs Airport,-31.2166996,139.75,,AU,,,
YFRG,Fregon Airport,-26.77499962,132.0169983,528,AU,,,
YFRI,Friendly Beaches Airport,-42,148.2590027,,AU,,,
YFRK,Frankland Airport,-34.42300034,117.026001,800,AU,Frankland River Grazing co,,
YFRT,Forrest Airport,-30.83810043,128.1150055,511,AU,,FOS,
YFRV,Oombulgurri Airport,-15.1647,127.8401,22,AU,Forrest River Mission,FVR,YFRV
YFSA,Forsayth Airport,-18.58480072,143.5690002,,AU,,,
YFSK,Fiskville Airport,-37.67811432,144.2207909,,AU,Fiskville,,
YFST,Forster (Wallis Is) Airport,-32.20420074,152.4790039,4,AU,,FOT,
YFTA,Forrestania Airport,-32.58000183,119.7030029,,AU,,,
YFTN,Mount Fitton Talc Airport,-29.90920067,139.473999,,AU,,,
YFTZ,Fitzroy Crossing Airport,-18.18190002,125.5589981,368,AU,,FIZ,
YFVW,Fairview Airport,-32.78900146,148.7200012,,AU,,,
YFWY,Faraway Bay Airport,-13.98079967,127.1809998,,AU,,,
YGAD,Garden Island (Military) Airport,-32.24169922,115.6829987,9,AU,,,
YGAH,Greenbah Airport,-30.12582779,149.4345703,,AU,,,
YGAM,Gamboola Airport,-16.54999924,143.6670074,,AU,,GBP,
YGAN,Gan Gan Airport,-13.06669998,135.9499969,,AU,,,
YGAR,Gnaraloo Station Airport,-23.79154968,113.5289383,10,AU,,,
YGAT,Gatton Campus Airport,-27.56040607,152.3404598,,AU,Gatton,,
YGAW,Gawler Airport,-34.60169983,138.7169952,,AU,,,
YGAY,Gayndah Airport,-25.61440086,151.6190033,369,AU,,GAH,
YGBI,South Goulburn Is Airport,-11.64999962,133.3820038,19,AU,,GBL,
YGBO,Gabo Island Airport,-37.56669998,149.8999939,,AU,,,
YGBW,Gunbower Airport,-35.96670151,144.3829956,,AU,,,
YGCL,Gold Coast Life Saver Base,-28.00345,153.3626,17,AU,Carrara Gold Coast,,YGCL
YGCR,Gloucester Airport,-32.04999924,151.9830017,,AU,,,
YGDA,Goodooga Airport,-29.07329941,147.3760071,459,AU,,,
YGDH,Gunnedah Airport,-30.96109962,150.2510071,863,AU,,GUH,
YGDI,Goondiwindi Airport,-28.52140045,150.3200073,714,AU,,GOO,
YGDN,Gordon Downs Airport,-18.67810059,128.5919952,800,AU,Gordon Downs,GDD,
YGDO,Gundaroo Airport,-35.0505,149.2559,,AU,,,
YGDR,The Garden Airport,-23.2866993,134.4400024,,AU,,,
YGDS,Gregory Downs Airport,-18.625,139.2330017,52,AU,,GGD,
YGDV,Galdeville Airport,-20.25,142.4499969,,AU,,,
YGDW,Granite Downs Airport,-26.94829941,133.6069946,337,AU,,GTS,
YGE,Gorge Harbour Seaplane Base,50.0994,-125.0235,0,CA,Gorge Harbour,YGE,
YGEL,Geraldton Airport,-28.796101,114.707001,121,AU,Geraldton,GET,
YGFN,Grafton Airport,-29.75939941,153.0299988,110,AU,,GFN,
YGGE,Golden Grove Airport,-28.75,116.9499969,,AU,,,
YGGI,Goolgowi Airport,-34,145.7169952,,AU,,,
YGGL,Glen Garland Airport,-14.86670017,143.2830048,,AU,,,
YGGO,Goonoo Goonoo Airport,-31.31669998,150.9170074,,AU,,,
YGGS,Gregory Springs Airport,-19.7166996,144.3829956,,AU,,,
YGHG,Glen Harding Airport,-18.26670074,145.1329956,,AU,,,
YGIA,Ginbata Airport,-22.5812,120.03553,1409,AU,Ginbata,GBW,
YGIB,Gibb River Airport,-16.42329979,126.4449997,509,AU,,GBV,
YGID,Gidgee Airport,-27.27000046,119.4049988,,AU,,,
YGIF,Gifford Creek Station Airport,-24.04999924,116.2170029,,AU,,,
YGIG,RAAF Gingin,-31.46529961,115.862999,247,AU,,,
YGIL,Gilgandra Airport,-31.70330048,148.6380005,320,AU,,,
YGIR,Giralia Airport,-22.68330002,114.3669968,,AU,,,
YGIS,Gisborne Helipad,-37.484153,144.585626,1373,AU,Gisborne,,YGIS
YGKL,Great Keppel Is Airport,-23.18330002,150.9420013,21,AU,Great Keppel Island,GKL,
YGLA,Gladstone Airport,-23.869699,151.223007,64,AU,Gladstone,GLT,4680
YGLB,Goulburn Airport,-34.81029892,149.7259979,2141,AU,,GUL,
YGLD,Glendambo Airport,-30.9666996,135.7749939,,AU,,,
YGLE,Glengyle Airport,-24.80830002,139.6000061,91,AU,,GLG,
YGLG,Geelong Airport,-38.22499847,144.3329926,43,AU,,GEX,
YGLI,Glen Innes Airport,-29.67499924,151.6889954,3433,AU,,GLI,
YGLK,Glenbrook NPWS Heliport,-33.7876,150.6085,590,AU,Glenbrook National Parks & Wildlife Service,,YGLK
YGLN,Glencoe Airport,-31.61669922,148.1999969,,AU,,,
YGLO,Glenormiston Airport,-22.88829994,138.8249969,158,AU,,GLM,
YGLP,Gallipolli Airport,-19.14181,137.87412,865,AU,Nicholson,,
YGLS,Giles Airport,-25.04369926,128.2960052,579,AU,Warakurna,,
YGLY,Glenayle Homestead Airport,-25.2833004,122.0500031,,AU,,,
YGMD,Goomadeer Airport,-12.10000038,133.6670074,,AU,,,
YGMP,Grampians Airport,-37.04999924,142.2830048,,AU,,,
YGN,Greenway Sound Seaplane Base,50.839,-126.775,,CA,Broughton Island,YGN,CYGN
YGNA,Granada Airport,-20.10000038,140.3670044,,AU,,,
YGNB,RAAF Base Glenbrook,-33.761633,150.636255,640,AU,Glenbrook,,
YGNF,Grenfell Airport,-34,148.1329956,1080,AU,Grenfell,GFE,
YGNV,Greenvale Airport,-18.9966,145.0136,,AU,,GVP,
YGNW,Gnowangerup Airport,-33.98329926,118.0329971,,AU,,,
YGOM,Goomalling Airport,-31.36669922,116.8830032,,AU,,,
YGON,Mount Gordon Airport,-19.77265,139.40425,900,AU,Mount Gordon Mine,GPD,
YGOV,Gabo Is aAd sSte Airport,-37.56999969,149.9179993,,AU,,,
YGPI,Giles Point Airport,-23.26670074,119.1669998,,AU,,,
YGPR,Gunpowder Airport,-19.70000076,139.3670044,,AU,,,
YGPT,Garden Point Airport,-11.40250015,130.4219971,90,AU,,GPN,
YGRD,Grovedale Airport,-38.21670151,144.3329926,,AU,,,
YGRL,Great Lakes Vi Airport,-37.84220123,148,184,AU,,,
YGRU,Glen Ruth Airport,-18.08329964,145.3999939,,AU,,,
YGSC,Gascoyne Junction Airport,-25.0546,115.2026,499,AU,Gascoyne Junction,GSC,
YGTE,Groote Eylandt Airport,-13.97500038,136.4600067,53,AU,Groote Eylandt,GTE,
YGTH,Griffith Airport,-34.25080109,146.0670013,439,AU,Griffith,GFF,
YGTN,Georgetown Airport,-18.30500031,143.5299988,995,AU,,GTT,
YGTO,Georgetown (Tas) Airport,-41.08000183,146.8399963,,AU,,GEE,
YGTP,Greenthorpe Airport,-33.98329926,148.4170074,,AU,,,
YGUL,Gullewa Airport,-28.63330078,116.2829971,,AU,,,
YGUW,Gunnawarra Airport,-17.95000076,145.1670074,,AU,,,
YGVE,Glendevie Airport,-43.22999954,147.0119934,,AU,,,
YGWA,Goolwa Airport,-35.4817009,138.7519989,32,AU,,,
YGWD,Galway Downs Airport,-25.18330002,142.6670074,,AU,,,
YGYM,Gympie Airport,-26.28280067,152.7019958,260,AU,,GYP,
YHAA,Haasts Bluff Airport,-23.45499992,131.8529968,2269,AU,,,
YHAB,Hideaway Bay Airport,-20.11669922,148.4329987,,AU,,,
YHAE,Harden Airport,-34.55749893,148.3880005,,AU,,,
YHAG,Haig Airport,-31,126.0830002,,AU,,,
YHAW,Wilpena Pound Airport,-31.85590744,138.4680786,321,AU,Hawker,HWK,
YHAY,Hay Airport,-34.53139877,144.8300018,305,AU,,HXX,
YHBA,Hervey Bay Airport,-25.31889915,152.8800049,60,AU,Hervey Bay,HVB,
YHBK,Holbrook Airport,-35.68330002,147.3170013,267,AU,,,
YHBR,Humbert River Airport,-16.4896698,130.6302795,,AU,,HUB,
YHBY,Henbury Airport,-24.584,133.236,,AU,,HRY,
YHCT,Heathcote Emergency Airport,-31.24029922,151.4320068,3537,AU,,,
YHDD,Hodgson Downs Airport,-15.22169971,134.076004,,AU,,,
YHDY,Headingly Airport,-21.33329964,138.2830048,,AU,,HIP,
YHEC,Heck Field Airport,-27.7675,153.339444,,AU,,,
YHEG,Hells Gate Airport,-17.4666996,138.3670044,,AU,,,
YHEW,Hedlow Airport,-23.22310066,150.6049957,,AU,Mulara,,
YHGR,Hugh River Airport,-24.41670036,133.6999969,,AU,,,
YHGS,Hughes Siding Airport,-30.7166996,129.5149994,,AU,,,
YHHY,Highbury Airport,-16.42440033,143.1459961,,AU,,HIG,
YHID,Horn Island Airport,-10.58640003,142.2899933,43,AU,Horn Island,HID,
YHIL,Hillside Airport,-21.7244,119.3922,935,AU,Hillside,HLL,
YHKT,Huckitta Airport,-22.94330025,135.4470062,,AU,,,
YHLC,Halls Creek Airport,-18.23390007,127.6699982,1346,AU,,HCQ,
YHLG,Hillgrove Airport,-19.64249992,145.7969971,,AU,,,
YHLM,Hillman Farm Airport,-33.26390076,116.8150024,,AU,,,
YHLS,Hillston Airport,-33.49330139,145.522995,403,AU,,,
YHMB,Hermannsburg Airport,-23.93000031,132.8049927,593,AU,,HMG,
YHML,Hamilton Airport,-37.64889908,142.0650024,803,AU,,HLT,
YHMT,Hamilton Airport,-26.71999931,135.072998,,AU,,,
YHOA,Howard Island Airport,-12.09500027,135.3619995,,AU,,,
YHOO,Hooker Creek Airport,-18.33670044,130.6380005,320,AU,Lajamanu,HOK,
YHOT,Mount Hotham Airport,-37.04750061,147.3339996,4260,AU,Mount Hotham,MHU,
YHOV,Hodgeson River Airfield,-15.54594,134.0956,385,AU,Hodgeson River,,
YHOX,Hoxton Park Airport,-33.90969849,150.852005,135,AU,,,
YHOY,Hollins Bay Airport,-22.26670074,150.0330048,,AU,,,
YHPB,Happy Bay Helipad,-20.3358,148.8525,13,AU,Long Island,,YHPB
YHPE,Hopetoun Airport,-33.90000153,120.1579971,,AU,,,
YHPN,Hopetoun Airport,-35.71530151,142.3600006,256,AU,,HTU,
YHPV,Hope Vale Airport,-15.2923,145.1035,228,AU,Hope Vale,HPE,YHPV
YHPY,Happy Valley Heliport,-25.3363,153.2019,123,AU,Fraser Island,,YHPY
YHRD,Hungerford Airport,-28.98329926,144.4499969,,AU,,,
YHRG,Haddon Rig Airport,-31.46879959,147.8950043,,AU,,,
YHSB,Horseshoe Bend Airport,-25.2166996,134.2669983,,AU,,,
YHSL,Horseshoe Lights Airport,-25.35000038,118.6169968,,AU,,,
YHSM,Horsham Airport,-36.66970062,142.1730042,445,AU,,HSM,
YHTA,Hiltaba Airport,-32.14250183,135.098999,,AU,,,
YHTL,Heathlands Airport,-11.73690033,142.5769959,,AU,,HAT,
YHTN,Herberton Airport,-17.43330002,145.3999939,,AU,,,
YHTR,Hunter Island Airport,-40.51670074,144.7330017,,AU,,,
YHTS,Harts Range Airport,-22.98500061,134.9179993,,AU,,,
YHUG,Hughenden Airport,-20.81500053,144.2250061,1043,AU,,HGD,
YHVH,Harvest Home Airport,-20.68330002,146.6499939,,AU,,,
YHYD,Hyden Airport,-32.43330002,118.8669968,,AU,,,
YHYN,Hayman Island Heliport,-20.0599,148.8834,8,AU,Hayman Island Resort,,YHYN
YIDK,Indulkana Airport,-26.9666996,133.3249969,401,AU,,IDK,
YIDR,Idracowra Airport,-25.06329918,133.7330017,,AU,,,
YIFL,Innisfail Airport,-17.55940056,146.0119934,46,AU,,IFL,
YIFY,Iffley Airport,-18.89999962,141.2169952,43,AU,,IFF,
YIGM,Ingham Airport,-18.66060066,146.1519928,49,AU,,IGH,
YIGR,Ingomar Airport,-29.63330078,134.7929993,,AU,,,
YIKL,Baikal Airport,-22.76329994,136.1629944,,AU,,,
YIKM,Inkerman Airport,-16.27499962,141.4420013,6,AU,,IKP,
YILA,Milawa Vineyard Airport,-36.45619687,146.433063,,AU,,,
YILT,Milton Airport,-35.32080078,150.4389954,,AU,,,
YILW,Inglewood Airport,-28.4188,151.0955,840,AU,Inglewood,,
YIMA,Imanpa Airport,-25.13330078,132.5700073,,AU,,,
YIMB,Kimba Airport,-33.09999847,136.4600067,232,AU,,,
YIMP,Impadna Airport,-25.14999962,133.5829926,,AU,,,
YIMT,Innamincka Township Airport,-27.74169922,140.7449951,,AU,Innamincka Township,,
YING,Ingelara Airport,-24.99702703,148.3332825,,AU,Rewan,,
YINJ,Injune Airport,-25.851,148.5497,401,AU,Injune,INJ,
YINN,Innamincka Airport,-27.70000076,140.7330017,54,AU,,INM,
YINO,Inverell North Airport,-29.76670074,151.1670074,,AU,,,
YINV,Inverleigh Airport,-18.01670074,140.5670013,,AU,,,
YINW,Inverway Airport,-17.84110069,129.6430054,,AU,Inverway,IVW,
YISD,Isis Downs Airport,-24.2166996,144.6170044,,AU,,,
YISF,Isisford Airport,-24.25830078,144.4250031,694,AU,,ISI,
YISV,Innesvale Airport,-15.38329983,131.2669983,,AU,,,
YITT,Mitta Mitta Airport,-36.51387874,147.3590183,820,AU,,,
YIVL,Inverell Airport,-29.88829994,151.1439972,2667,AU,Inverell,IVR,
YIVO,Ivanhoe Airport,-32.88330078,144.3099976,330,AU,,,
YJAB,Jabiru Airport,-12.6583004,132.8930054,85,AU,,JAB,
YJAK,Jackson Airport,-27.63829994,142.4080048,106,AU,,,
YJAM,Jameson Airport,-25.85000038,127.6829987,,AU,,,
YJBY,Jervis Bay Airport,-35.14720154,150.6970062,200,AU,Jervis Bay Territory,,
YJCO,Jericho Airport,-42.36669922,147.3170013,,AU,,,
YJCW,Jacobs Well Airport,-27.76169968,153.3350067,,AU,,,
YJDA,Jundah Airport,-24.8416996,143.0579987,145,AU,,JUN,
YJEM,Jemalong Airport,-32.40999985,147.6699982,,AU,,,
YJER,Jerilderie Airport,-35.36999893,145.7250061,110,AU,,,
YJEY,Jeedamya Airport,-29.39999962,121.2669983,,AU,,,
YJGP,Jerramungup Airport,-33.90000153,118.9000015,,AU,,,
YJIG,Jiggalong Mission Airport,-23.36669922,120.7829971,,AU,,,
YJIN,Jindabyne Airport,-36.42670059,148.602005,1036,AU,,QJD,
YJLC,Julia Creek Airport,-20.66830063,141.7230072,404,AU,,JCK,
YJNB,Jurien Bay Airport,-30.29999924,115.0329971,15,AU,,JUR,
YJNK,Jinka Airport,-22.95000076,135.7330017,,AU,,,
YJNY,Jonroy Airport,-16.5,144.3999939,,AU,,,
YJRO,Jericho Airport,-23.58329964,146.1670074,,AU,,,
YJST,Hubert Wilkins Airstrip,-33.19208451,138.6155319,,AU,Jamestown,,
YJUK,Tjukurla Airport,-24.37071037,128.7393341,,AU,,,
YJUN,Jundee Airport,-26.42169952,120.5770035,562,AU,,,
YJVM,Jervois Mine Airport,-22.63330078,136.2669983,,AU,,,
YJVS,Jervois Airport,-22.91329956,136.1199951,331,AU,,,
YJWB,Jowalbinna Airport,-15.73330021,144.2669983,,AU,,,
YKAE,Kalannie Airport,-30.36669922,117.1330032,,AU,,,
YKAJ,Kajabbi Airport,-20.0333004,140.0330048,,AU,,,
YKAL,Kalumburu Airport,-14.28829956,126.6320038,29,AU,,UBU,
YKAN,Kanandah Airport,-30.89500046,124.8619995,,AU,,,
YKAP,Kapunda Airport,-34.25,138.9170074,1200,AU,Kapunda,,
YKAT,Katoomba Airport,-33.66830063,150.322998,1000,AU,,,
YKAY,Kayrunnera Airport,-30.68330002,142.5330048,,AU,,,
YKBG,Koolyanobbing Range Airport,-30.84059906,119.5289993,,AU,,,
YKBL,Kambalda Airport,-31.1907,121.5978,1073,AU,Kambalda,KDB,
YKBN,Kooralbyn Airport,-28.09000015,152.8450012,94,AU,,,
YKBR,Kalbarri Airport,-27.692813,114.259169,157,AU,Kalbarri,KAX,
YKBY,Streaky Bay Airport,-32.83580017,134.2929993,69,AU,,KBY,
YKCA,Kings Canyon Airport,-24.26000023,131.4900055,2100,AU,Kings Canyon Resort,KBJ,
YKCK,Killiecrankie Airport,-39.84880066,147.8580017,,AU,,,
YKCS,Kings Creek Airport,-24.42329979,131.8350067,615,AU,,KCS,
YKDI,Kadina Airport,-33.97669983,137.6600037,42,AU,,,
YKDL,Kondoolka Airport,-32.02389908,134.8609924,,AU,,,
YKDM,Kidman Springs Airport,-16.11669922,130.9530029,88,AU,,,
YKDN,Kondinin Airport,-32.46670151,118.2829971,,AU,,,
YKEB,Kellerberrin Airport,-31.66670036,117.7330017,,AU,,,
YKEL,Kelvin Station Airport,-30.65500069,151.6380005,3383,AU,,,
YKEN,Kenmore Park Airport,-26.33329964,132.4669952,,AU,,,
YKEP,Lake Keepit Airport,-30.89110342,150.5261493,,AU,,,
YKER,Kerang Airport,-35.75139999,143.9389954,254,AU,,KRA,
YKFC,Kingfisher Camp Airport,-17.86879921,138.2949982,,AU,,,
YKGA,Kingoonya Airport,-30.90169907,135.3049927,,AU,,,
YKHA,Khancoban Airport,-36.21591997,148.1137428,,AU,,,
YKHG,Katherine Gorge Airport,-14.38860035,132.3930054,,AU,,,
YKIA,Kiana Station Airport,-17.24169922,136.1750031,,AU,,,
YKID,Kidston Airport,-18.87000084,144.1730042,494,AU,,,
YKIG,Kingston Airport,-36.82329941,139.875,2,AU,,,
YKII,King Island Airport,-39.87749863,143.878006,132,AU,,KNS,
YKIL,Kildurk Airport,-16.43169975,129.6150055,,AU,,,
YKIR,Kirkimbie Station Airport,-17.7791996,129.2100067,,AU,Kirkimbie,KBB,
YKIU,Kaiuroo Airport,-23.088925,149.431925,,AU,,,
YKKG,Kalkgurung Airport,-17.43190002,130.8079987,646,AU,,KFG,
YKKH,Kokatha Airport,-31.29170036,135.2420044,,AU,,,
YKLA,Koolatah Airport,-15.88860035,142.4389954,,AU,,KOH,
YKLB,Koolburra Airport,-15.31890011,143.9550018,350,AU,Koolburra,KKP,
YKLE,Killarney Airport,-16.25,131.746994,194,AU,,,
YKLG,Kalinga Airport,-15.19999981,143.8500061,,AU,,,
YKLL,Kallala Airport,-21.75,138.8829956,,AU,,,
YKLN,Killarney Airport,-15.39999962,143.5,,AU,,,
YKLR,Kalamurina Airport,-27.7166996,138.2619934,,AU,,,
YKMB,Karumba Airport,-17.45669937,140.8300018,5,AU,,KRB,
YKML,Kamileroi Airport,-19.375,140.0570068,91,AU,,KML,
YKMP,Kempsey Airport,-31.07439995,152.7700043,54,AU,,KPS,
YKNC,Kencherang Airport,-13.84500027,141.5919952,,AU,,,
YKNG,Katanning Airport,-33.71670151,117.6330032,,AU,,KNI,
YKNM,Koonmarra Airport,-26.2833004,117.7829971,,AU,,,
YKNP,Kununoppin Airport,-31.13330078,117.9000015,,AU,,,
YKNT,Kintore Airport,-23.26499939,129.3869934,,AU,,,
YKNV,Kaniva Airport,-36.38330078,141.25,,AU,,,
YKOG,Koongarra Airport,-36,142.2169952,,AU,,,
YKOJ,Kojonup Airport,-33.76670074,117.1330032,,AU,,,
YKOK,Kookynie Airport,-29.35000038,121.4830017,,AU,,,
YKOL,Kolendo Airport,-32.41579819,136.2980042,,AU,,,
YKOW,Kowanyama Airport,-15.48560047,141.7510071,35,AU,Kowanyama,KWM,
YKPR,Kalpowar Airport,-14.89,144.22,90,AU,Kalpower,KPP,
YKRV,Kendall River Airport,-13.75,142.1829987,,AU,,,
YKRY,Kingaroy Airport,-26.5807991,151.8410034,1492,AU,,KGY,
YKSC,Kingscote Airport,-35.71390152,137.5209961,24,AU,,KGC,
YKT,Klemtu Water Aerodrome,52.60763455,-128.5217571,0,CA,Klemtu,YKT,
YKTA,Kotta Airport,-36.17979813,144.5249939,,AU,,,
YKTH,Keith Airport,-36.10829926,140.2420044,,AU,,,
YKTN,Kyneton Airport,-37.22626209,144.4472981,1650,AU,Kyneton,,
YKUB,Kubin Airport,-10.22500038,142.2180023,15,AU,Moa Island,KUG,
YKUR,Kurundi Airport,-20.51,134.6706,1340,AU,Kurundi Station,KRD,YKUR
YKUW,Kurweeton Airport,-38.04999924,143.1499939,,AU,,,
YKUY,Kurray Airport,-28.21999931,148.5780029,,AU,,,
YKWG,Kangaroo Well Airport,-31.78499985,135.6380005,,AU,,,
YKYB,Kyabram Airport,-36.33248237,144.9720669,340,AU,Private Airfield in the Shire of Campaspe,,
YKYN,Kynuna Airport,-21.60000038,141.9170074,,AU,,,
YLAG,Lagoon Bay Airport,-42.88499832,147.9530029,,AU,,,
YLAH,Lawn Hill Airport,-18.56830025,138.6349945,122,AU,,LWH,
YLAK,Lakeside Airpark,-20.68169975,148.628006,,AU,Lakeside,,
YLAM,Lambina Airport,-26.91329956,134.0579987,,AU,,,
YLAN,Langawirra Airport,-31.45000076,142.1329956,,AU,,,
YLAO,Lameroo Airport,-35.36669922,140.5500031,,AU,,,
YLAW,Lawlers Airport,-28.08329964,120.5,,AU,,,
YLBD,Lombadina Airport,-16.51670074,122.9169998,,AU,,,
YLBG,Mount Liebig Airport,-23.24329948,131.2599945,,AU,,,
YLBO,Lake Bolac Airport,-37.68330002,142.8829956,,AU,,,
YLCG,Lake Cargelligo Airport,-33.27830124,146.3699951,169,AU,,,
YLCI,Lancelin Airport,-31.01666667,115.3333333,,AU,Lancelin,,
YLCS,Locksley Field,-36.81499863,145.3480072,165,AU,,,
YLDB,Lady Barron (Flinders Is) Airport,-40.20000076,148.25,,AU,,,
YLDO,Landor Station Airport,-25.10000038,116.9000015,,AU,,,
YLEA,Leeman Airport,-29.98329926,114.9830017,,AU,,,
YLEC,Leigh Creek Airport,-30.59830093,138.4259949,856,AU,,LGH,
YLED,Lethbridge Park Airport,-37.91899872,144.1009979,,AU,,,
YLEE,Leeton Airport,-34.5,146.4329987,,AU,,,
YLEG,Leongatha Airport,-38.49309921,145.8600006,263,AU,,,
YLEO,Leonora Airport,-28.87809944,121.3150024,1217,AU,Leonora,LNO,
YLET,Lakes Entrance Airport,-37.87919998,147.9869995,,AU,,,
YLEV,Lake Evella Airport,-12.49890041,135.8059998,256,AU,,LEL,
YLFD,Lakefield Airport,-14.9207,144.203,107,AU,Lakefield,LFP,
YLGA,Mulga Downs Airport,-22.10720062,118.4710007,,AU,,,
YLGB,La Grange Bay Airport,-18.68330002,121.8079987,,AU,,,
YLGC,Lake Grace Airport,-33.13330078,118.4000015,,AU,,,
YLGD,Longdown Airport,-41.69530106,147.1430054,,AU,,,
YLGL,Laglan Airport,-22.5,146.6670074,,AU,,,
YLGN,Loongana Airport,-30.95000076,127.0329971,,AU,,,
YLGU,Legune Airport,-15.2166996,129.447998,26,AU,,,
YLHI,Lord Howe Island Airport,-31.53829956,159.0769959,5,AU,Lord Howe Island,LDH,
YLHL,Long Hill Airport,-41.33330154,146.5,,AU,,,
YLHR,Lockhart River Airport,-12.7869,143.304993,77,AU,Lockhart River,IRG,
YLHS,Lyndhurst Airport,-19.19580078,144.3710022,,AU,Lyndhurst,LTP,
YLIL,Lilydale Airport,-37.69169998,145.3670044,76,AU,,,
YLIM,Limbunya Airport,-17.23559952,129.8820038,,AU,Limbunya,LIB,
YLIN,Lindeman Island Airport,-20.45359993,149.0399933,,AU,Lindeman Island,LDC,
YLIS,Lismore Airport,-28.83029938,153.2599945,35,AU,Lismore,LSY,
YLKD,Lucky Downs Airport,-18.91670036,145,,AU,,,
YLKE,Lakes Entrance Airport,-37.85269928,147.9579926,,AU,,,
YLKG,Lake King Airport,-33.07920074,119.7659988,1276,AU,,,
YLKN,Lake Nash Airport,-20.9807,137.9178,640,AU,Alpurrurulam,LNH,
YLLA,Mobella Airport,-29.79829979,133.3450012,,AU,,,
YLLC,Lilla Creek Airport,-25.56669998,134,,AU,,,
YLLD,Langlo Downs Airport,-25.5333004,145.7669983,,AU,,,
YLLE,Ballera Airport,-27.405633,141.809458,385,AU,,BBL,
YLLR,Lake Leagur Airport,-35.98329926,143.8000031,,AU,,,
YLLV,Lily Vale Airport,-14.48330021,143.6670074,,AU,,,
YLMB,Lambrook Airport,-31.10000038,149.9329987,,AU,,,
YLMU,Mungo Lodge Airport,-33.74582445,143.0013084,,AU,Mungo,,
YLND,Lakeland Airport,-15.83329964,144.8500061,930,AU,Lakeland Downs,LKD,
YLNR,Landor Races Airport,-24.95000076,116.9670029,,AU,,,
YLOC,Lochinvar Airport,-20.75830078,121.0169983,,AU,,,
YLOD,Longwood Airport,-36.80780029,145.4570007,,AU,,,
YLOH,Louth Airport,-30.54170036,145.1000061,,AU,Louth,,
YLOK,Lock Airport,-33.5442009,135.6929932,350,AU,Lock,LOC,
YLOR,Lorraine Airport,-18.99329948,139.9069977,61,AU,,LOA,
YLOU,Louisa Downs Airport,-18.7166996,126.7170029,,AU,,,
YLOV,Lotus Vale Airport,-17.04829979,141.3760071,,AU,Lotus Vale,LTV,
YLOX,Loxton Airport,-34.47499847,140.6629944,38,AU,,,
